name,founded_year,country_code,state_code,zip_code,city,address1,address2,raised_amount
Greners.com,2008,USA,CA,95446,Guerneville,,,0
Grey Global Group,,USA,NY,,New York City,,,0
Greystripe,2005,USA,CA,94134,San Francisco,"150 Executive Park Blvd., Suite 3000",,18100000.0
Grid Design Firm,2005,USA,FL,33605,Tampa,1726 E 7th Ave,,0
Grid Dynamics,2006,USA,CA,94538,Fremont,39300 Civic Center Drive,Suite 145,0
Grid Net,2006,USA,CA,94107,San Francisco,340 Brannan St.,,0
Grid Networks,,USA,WA,98104,Seattle,71 Columbia Street,Suite 300,20000000.0
Grid2Home,2007,USA,CA,95008,Campbell,965 Jonathan Centre,,2000000.0
GridApp Systems,2002,USA,NY,10010,New York,156 5th Avenue,Penthouse,0
Gridbag,,USA,,94111,San Francisco,101 California Street,Suite 2450,0
GridFusions,2004,GBR,,,Worthing,,,0
GridIron Software,,CAN,,K2E 8A9,Ottawa,"6 Antares Drive, Phase 2 ","Suite 103, ON",533333.0
Gridjit,2008,USA,CA,,San Diego,,,0
Gridline Communications,,USA,NM,87106-4365,"Albuquerque, New Mexico ",1312 Basehart Rd. SE,,200000000.0
Gridlogix,2002,USA,MO,63126,St. Louis,9056 Watson Road,,0
GridNetworks,2004,USA,WA,98104,Seattle,71 Columbia Street,Suite 300,10000000.0
GridPoint,2003,USA,VA,22201,Arlington,2801 Clarendon Blvd. Suite 100,,228500000.0
Gridpoint Systems,2005,USA,,ON K2K 2A4,Ottawa,4043 Carling Avenue,Suite 200,8000000.0
GridSense,,USA,CA,95691,West Sacramento,2568 Industrial Blvd,Suite 100,0
Gridstone Research,,USA,CA,94403,San Mateo,1900 Alameda de las Pulgas,,10000000.0
Gridstore,2007,IRL,,,Dublin,,,0
Griffiss Institute Incubator,2002,USA,NY,13441,Rome,725 Daedalian Drive,,0
Grifols,1940,ESP,,08174,Barcelona,Avinguda de la Generalitat 152,"Parque empresarial Can Sant , Joan Sant Cugat del Valles",0
GRIN Publishing,1998,DEU,,80331,Munich,,Marienstr. 17,0
Grindr,2008,USA,,90046,Los Angeles,8710 Hollywood Hills Road,,0
Grindstop,2009,USA,CA,91608,Studio City,12400 Ventura Blvd,,0
GripLO Interactive Media Limited,2008,BLZ,,,Belize City,"Suite 102 Ground Floor Blake Building, Cor. Hutson and Eyre Streets",,0
GripWire,,USA,WA,,Seattle,,,0
GRIS,2008,ITA,,00156,Rome,"v. F. Innocenti, 58",,0
Grocery Coupon Network,2009,USA,IL,,Chicago,,,0
Grocery Shopping Network ,1996,USA,MN,55402,Minneapolis,900 Lumber Exchange Building,10 South Fifth Street,7000000.0
Grocio,2007,USA,OK,74114,Tulsa,2632 South Trenton Ave,,1375000.0
Grockit,2006,USA,CA,94110,San Francisco,777 Florida Street,Suite 300,17700000.0
Groop Swoop,2009,USA,CA,94608,Emeryville,1027 62nd Street,,0
"Groop Swoop, LLC.",2009,USA,CA,94608,Emeryville,1027 62nd Street,,0
Groopi,2008,GBR,,RG14,Newbury,,,0
Grooster,2009,CAN,,,Vancouver,,,0
Groove Club,1999,USA,NJ,07071,Lyndhurst,"552 Valley Brook Ave, Suite 1",,83000.0
Groove Commerce,2007,USA,MD,21230,Baltimore,1541 Light St,Second Floor,0
Grooveshark,2006,USA,FL,32601,Gainesville,201 SE 2nd Ave Ste. 209,,1000000.0
groovr,,USA,VA,22309,Alexandria,8636 Gateshead Rd ,,0
Groovy Corp.,2005,USA,CA,94404,San Mateo,1500 Fashion Island Blvd,Suite 103,3000000.0
Groqit,2005,USA,OR,97396,Willamina,PO Box 630,,0
groSolar,,USA,VT,05001,White River,601 Old River Road Suite 3,,2500000.0
Gross Domestic Product,2008,USA,CA,90266,Manhattan Beach,1500 Rosecrans Ave.,Suite 500,0
Grossman Marketing Group,,USA,MA,02143,Somerville,30 Cobble Hill Road,,0
GROU.PS,,USA,CA,94108,San Francisco,211 Sutter St,Suite 801,2100000.0
groubal ,2010,USA,AZ,,Scottsdale,,,0
Ground Control Labs,,NOR,,,Oslo,,,0
Ground Ctrl LLC,2007,USA,CA,95811,Sacramrnto,808 R. Street,Suite 202,0
Ground labs,,AUS,,2000,Sydney ,Ground Labs Pty Limited,"Suite 5, 259 Clarence St",0
Ground Truth,2008,USA,WA,98104,Seattle,"719 Second Avenue, Suite 1402",Suite 1402,7000000.0
GroundedPower,2008,USA,MA,01930,Gloucester,15 Plum Street,,918000.0
GroundLink,2004,USA,NY,10018,New York,134 w 37 st ,,20000000.0
GroundReport,2006,USA,NY,10012,New York,,,0
GroundRez,2007,USA,NY,,New York,Lafayette St,,0
Groundswell Technologies,,USA,CA,93101,Santa Barbara,610 Anacapa Street,,0
Groundwork Open Source,2004,USA,CA,94107 ,San Francisco,139 Townsend Street,Suite 500,26000000.0
Group 1 Automotive,,USA,TX,77024,Houston,800 Gessner Suite 500,,0
GROUP Business Software,,USA,NY,10005 ,New York,"40 Wall Street, 33rd Floor ",,0
Group IV Semiconductor,,CAN,,K2K 3H4,"Ottawa, Ontario",400 March Road,,8160000.0
Group Phoebe Ingenica,,FRA,,78350 ,Jouy en Josas,Le Clos de la Mare - 21 ,rue  Albert Calmette B?t A,0
Group Story,,USA,NC,27513,Cary,,,0
Group2call,2007,USA,FL,,,,,0
Group2Deal,2010,IND,,110051,Delhi,New Delhi,,0
Groupalia,2009,ESP,,08017,Barcelona,"Carrer de les Escoles Pies, 105",,0
GroupArgent,2005,USA,NY,10022,New York,445 Park Avenue,Floor 2,0
GroupCard,2007,USA,CA,94028,Menlo Park,697 Menlo Avenue,,0
Groupe Brandonology,2001,USA,NY,10010,New York,"25 East 21st Street, 9th Floor",,0
Groupe IF Research,2003,FRA,,75017,Paris,"118, rue de Tocqueville",,2184000.0
GrouperEye,2009,USA,DC,20007,Washington,,,0
GroupGauge,2007,USA,PA,18062,Macungie,,,0
Groupie,2008,USA,NY,10019,New York,301 W. 53rd St,,0
Groupie Corral,,CAN,,,Edmonton,221 - 10113 104 St NW ,,0
GroupieGuide,2008,USA,WA,98104,Seattle,1008 Western Ave,Suite 400,0
Grouply,2006,USA,CA,94063,Redwood City,"495 Seaport Court, Suite 103",,2600000.0
Groupola.com,2010,GBR,,CR9 2ER ,Croydon,Markco Media LTD,"Lansdowne Building, 2 Lansdowne",0
Groupon,2008,USA,IL,60654,Chicago,600 W. Chicago Ave,Suite 620,172800000.0
GroupSat ,1999,CHN,,,Jiangsu,"No.1315, Jinfeng Road","Mudu town,Wuzhong District",0
Groupsite,2006,USA,MD,21046,Columbia,7226 Lee Deforest Drive,Suite 206,2000000.0
GroupSpaces,2007,GBR,,EC1Y 2BP,London,,,1300000.0
GroupSwim,2005,USA,CA,94107,San Francisco,665 3rd Street,Suite 508,0
GroupSystems.com,1986,USA,CO,80021,Broomfield,520 Zang Street,Suite 211,1000000.0
GroupTable,,USA,FL,32826,Orlando,12565 Research Parkway,,0
Grovo,2010,USA,NY,10003,New York,223 East 10th Street,Suite 1,0
Grow VC International Limited,2008,HKG,,,Hong Kong,"3905 Two Exchange Square, ",suite 8255,0
Grows Up,2010,USA,CA,94105,San Francisco,,,0
Growth Bridge,2009,BEL,,1357,H?l?cine,avenue d'Elsenbosch 12,,0
Growth Oriented Development Software,,PRT,,1150-278,Lisbon,"Rua Rodrigues Sampaio, N.21, 5? B",Marqu?s de Pombal,64000.0
Growth Spark,2008,USA,MA,02141,Cambridge,1035 Cambridge Street,Suite One,0
GrowVotes,2007,USA,MD,21409,Annapolis,1037 Lake Claire Dr.,,0
Groxis,2001,USA,CA,94111,San Francisco,402 Jackson Street,,4000000.0
Grub Canada,2008,CAN,,M6E 5A1,"Toronto, ON",76 Miranda Ave.,,0
GrubHub,2004,USA,IL,60614,Chicago,2211 N Elston,Suite 400,3100000.0
Gruppo Daniele,2010,CAN,,M5H 4E7,Toronto,157 Adelaide Street West,Suite 358,0
Gruppo Immobiliare.it,2005,ITA,,20123,Milan,"Via Daniele Crespi, 7",,0
Gruppo Waste Italia,,ITA,,20152,MILANO,via G. Bensi 12/5,,0
Grupthink,2006,USA,MT,59801,Missoula,110 Caras Dr,,0
Grus Construction Personnel,1988,USA,,,,,,0
Gruvie,2007,USA,UT,84601,Provo,702 North 1890 West,,0
Gryphon Networks,1995,USA,MA,02062,Norwood,249 Vanderbilt Avenue,,7000000.0
GSA Technology Council,2002,USA,SC,29601,Greenville,209 North Main Street,#201,0
GSEO,,AUS,,3000,"Melbourne, VIC",211 La Trobe Street,Shop 101b,0
Gsm Lobby,2008,ROM,,200219,Craiova,Bld Nicolae Titulescu,Nr 37,0
GSProvider,1998,NLD,,,Heerlen,,,0
GT Nexus,1998,USA,CA,94612,Oakland,300 Lakeside Drive,Suite 400,6000000.0
GT Solar,1994,USA,NH,03054,Merrimack,243 Daniel Webster Highway,,40000000.0
GTGlobe Industries,1997,USA,MO,63102,St Louis,760 S 2nd St,,0
GTL Infrastructure,,IND,,400 710,Navi Mumbai,"Maestros House, Building No 2","Sector - 2, Millennium Business Park, Mahape, MIDC",0
Gtm infotech,2008,IND,,600088,Chennai,"Plot No.20, 3rd Main Road,","Mahalakshmi Nagar,Adambakkam,",0
GTRAN,,USA,CA,93012,Camarillo,829 Flynn Rd,,6000000.0
GTronix,2003,USA,CA,94538,Fremont,46832 Lakeview Blvd.,,15500000.0
gtrot,2009,USA,MA,02138,Cambridge,67 Mt. Auburn St.,,0
GTV ,,ARE,,P.O. Box 502716,Dubai,Dubai Media City,Al Thuraya Tower 1 Office 1405,0
GTX Global,,USA,,,,,,0
Guangzhou Broad Vision Telecom,,CHN,,,Guangzhou,"NO.8-11,South,Floor6,BlockB,NO.89,ZhongShan Avenue",Tianhe district,2200000.0
Guangzhou Pro Way Technology,2002,CHN,,510663,Guangzhou,"Rm. B803, Guangdong Software Park, No. 11","Caipin Rd. Tech. City, Tianhe",0
Guaranteach,2008,USA,MD,21202,Baltimore,1501 St. Paul Street,Suite 115,0
Guard RFID Solutions,2007,CAN,,,Delta,1600 Derwent Way,,167500.0
Guardian Analytics,2005,USA,CA,94022,Los Altos,"289 S. San Antonio Rd., ",Suite 200,14750000.0
Guardian Media Group,,GBR,,N1 9GU,London,Kings Place,90 York Way,0
Guardian Mortgage Documents,1987,USA,CO,80246,Denver,4500 Cherry Creek Drive South,Suite 200,0
GuardianEdge Technologies,2002,USA,CA,94404,San Mateo,1400 Fashion Island Blvd. ,Suite 200,19500000.0
GuardID,2004,USA,CA,94403,San Mateo,1900 S. Norfolk St.,,0
Guardium,2002,USA,MA,02451 ,Waltham,230 Third Avenue ,,11800000.0
GuardTime,2006,SGP,,079027,Singapore,A100 Tras Street 09-03 Amara Corp Tower,,8000000.0
Guava UK,1999,GBR,,RG10 0SQ,Hurst,The Stables,Hurst Grove,0
Guba,,USA,,,,,,0
Gubbtv,2009,PRT,,,,,,0
Gudeng Precision,,TWN,,,,,,0
GUERILLAPPS,2009,USA,NY,10003,New York,228 Park Ave. South,Suite #16925,0
Guerra Creativa,2010,ARG,,2545,Buenos Aires,Malabia 1865,,0
GuestBridge,,USA,WI,53203 ,Milwaukee,,,0
GuestCentric Systems,2006,USA,CT,06903,Stamford,196 Haviland Court,,5250000.0
GuestSpan,2007,USA,UT,84115,Salt Lake City,3007 South West Temple #L,,450000.0
GUGGA,2003,BGR,,1303,Sofia,Tzar Simeon 280,,0
Guia-Gourmet,2009,VEN,,,Caracas,,Prados del Este,0
Guias Local,2009,USA,FL,32791,Longwood,P.O. Box 916533,,0
Guidance Software,,USA,CA,91101,Pasadena,215 North Marengo Avenue,Suite 250,0
Guidepost Solutions,,USA,NY,,New York,,,0
GuildQuality,2003,USA,GA,30306,Atlanta,"750 Ponce de Leon Place, Suite 3",,0
Guinness World Records,,GBR,,NW1 3HP,London,184-192 Drummond Street,3rd Floor,0
Guitarati,2008,USA,IL,,,,,0
Gullivearth,2009,FRA,,92200,Neuilly,20bis rue Louis Philippe,,0
GumGum,2007,USA,CA,,Los Angeles,,,3825000.0
Gumiyo,2006,USA,CA,91367,Woodland Hills,6303 Owensmouth ,,0
gumshoe,2005,USA,CA,94010,Burlingame,275 Primrose Road,,0
Gunadarma University,1981,IDN,,10430,Jakarta Pusat,Kenari No. 13,,0
GUNNAR Optiks,2006,USA,CA,92011,Carlsbad,705 Palomar Airport Road,Suite 100,0
Guroo,,GBR,,DH4 5QY,Houghton le Spring,"The e.volve Centre, Rainton Bridge Business Park",Cygnet Way,0
Guru Careers,2002,GBR,,TN91HG,Tonbridge,The Forge,12a East Street,0
Guru Gram Business School,,IND,,122001,Gurgaon,Laxman Vihar,Dhanwapur Road,0
Guru's Feet,,USA,NY,10003,NYC,,,0
Guruji,2006,IND,,560034,Bangalore,"3J,  3rd Cross, 7th 'C' Main","3rd Block, Koramangala",15000000.0
Guruperl,2002,CAN,,L2L 2Y3,Mississauga,"1502 Laird Road, Unit 2",,0
Gurutoy ,2008,USA,HI,96701,Aiea,P.O. Box 1206,,0
GUS plc,,USA,,,,,,0
Guvera,2008,AUS,,,,,,30000000.0
GVIC Communications,1990,CAN,,V5Y 1G8,"Vancouver, BC",275 West 4th Avenue,,0
gWallet,2009,USA,CA,94105,San Francisco ,"525 Market Street, 18th Floor",,12500000.0
gWhiz,2007,USA,MD,,Annapolis,,,0
Gydget,2007,USA,CA,94111,San Francisco,1 Front Street,,1000000.0
Gyllene Skor,2007,FIN,,00160,Helsinki,Kanavaranta 7 E,,0
GymFu,2009,GBR,,BH24 3AA,"Ringwood, Hampshire",7 Duck Island Lane,,0
Gymnag,2007,GBR,,EC1V 4PY ,London ,145-157 St John Street,,0
gyn.de,,DEU,,,Stuttgart,,,0
Gyrocam Systems,1987,USA,FL,34243,Sarasota,7345 16th Street East,C-101,0
Gyros,,USA,NJ,08852,Monmouth Junction,11 Deer Park Drive,Suite 100,10400000.0
GZ.com,,CHN,,510630,"Tianhe, Guangzhou","6th F, Western Building",No.138 Zhongshan Avenue,2000000.0
H&R Block,1946,USA,MO,64105,Kansas City,One H&R Block Way,,0
H&S Translation Services,2008,USA,TX,76132,Fort Worth,,,0
H-care,2005,ITA,,31056,Roncade,via Sile 41,,0
H-Farm Ventures,2005,ITA,,31056,Roncade - TV -,Via Sile 41,,0
H.W. St. John & Company,1902,USA,NY,11580,Valley Stream ,292 N. Central Ave.,,0
h1labs,2006,ESP,,11204,Algeciras,,,0
H2HCare,2000,IRL,,8,Dublin,Guinness Enterprise Centre,Taylor  's Lane,302000.0
H2i Technologies,,FRA,,,,1950 avenue du Mar?chal Juin,30900 N?mes,0
H2scan,,USA,CA,91355,Valencia,28486 Westinghouse Place,Suite 100,4000000.0
H2Tran,2008,USA,CA,94044,Pacifica,581 Paloma Avenue,,0
H3 Solutions,2006,USA,VA,20109,Manassas,10432 Balls Ford Road,Suit 230,0
Habbo,2000,FIN,,00130,Helsinki,"Korkeavuorenkatu 35,",,8200000.0
Habeas,2002,USA,CA,94041,Mountain View,779 East Evelyn Avenue,,6000000.0
Habidoo,2008,CAN,,V6E1R7,Vancouver,1106-1100 Harwood Street,,0
Habit Industries,2007,USA,CA,,Palo Alto,,,15000.0
Habitissimo,2009,ESP,,07121,Palma de Mallorca,"Carretera de Valldemossa km 7,4",ParcBIT Edifici 17 D-9,0
Habitudes,2007,USA,CA,94118,San Francisco,3845 Washington Street,,0
Habitusnet Consulting AG,2000,CHE,,8006,Zurich,Stampfenbachstr. 32,,0
HackersOut,2009,ESP,,08019,barcelona,Llacuna 162-164,,0
Hacktics,2004,ISR,,46733 ,Herzlia Pituach,27 Maskit Street,P.O. Box 12606,0
Haemonetics,,USA,MA,02184,Braintree,400 Wood Rd.,,0
Haikoo,,USA,WA,,,,,0
Haiku Learning Systems,2006,USA,IN,46526,Goshen,118 S. Main Street,Suite 3,0
Hakia,,USA,,,,,,21600000.0
Halalati UG,2010,DEU,,81454,Munich,Harthauser Str. 38,,0
halaltrip,2009,AUT,,,Vienna,,,0
Halfpenny Technologies,,USA,PA,19422,Blue Bell,725 Skippack Pike,Suite 100,0
Halifax Corporation of Virginia,,USA,PA,17050,Mechanicsburg,One Sterling Place,"100 Sterling Parkway, Suite 100",0
Hallpass Media,2008,CAN,,T5J 1C2,Edmonton,"#307, 10330 104 Street",,2000000.0
HALO Maritime Defense Systems,2000,USA,MA,01810,Andover,300 Brickstone Square,Suite 201,0
Halo Media,2007,USA,NJ,07030,Hoboken,401 Jefferson St.,,0
Halogen Guides,2005,USA,CA,94107,San Francisco,625 2nd Street,3rd Floor,0
Halogen Network,,USA,CA,94107,San Francisco,625 2nd Street,3rd Floor,5000000.0
Halogen Software,2001,CAN,,,Ottawa,495 March Road,Suite 500,0
HaloScan,,USA,,,,,,0
HaloSource,,USA,WA,98021,Bothell,1631 220th Street SE,,21500000.0
Halosys,2004,USA,CA,95054,Santa Clara,2953 Bunker Hills,Suite# 400,0
Halt Medical,2004,USA,CA, 94513,Brentwood,131 Sand Creek Road,Suite B ,12000000.0
HAM-IT,2008,USA,MA,01845,North Andover,733 Turnpike Street,# 297,340000.0
Hamann Electronics,1926,DNK,,4300,Holbaek,Raekmarken 6,Hoerby,347000.0
Hamaraguru,2010,IND,,,Bangalore,Bannerghatta Road,,0
Hamgo,2001,USA,CA,92647,Huntington Beach,16131 Gothard St. STE J,,0
Hamilton Thorne,2002,USA,MA,01915,Beverly,100 Cummings Center,Suite 465E,2200000.0
Hammerhead Systems,2002,USA,CA,94043,Mountain View,640 Clyde Court,,48000000.0
HammerKit,2006,FIN,,00180,Helsinki,Hiilikatu 3,,0
Hamtramck International Law,2009,USA,MI,48212,Hamtramck,9633 Joseph Campau,,0
Han Logistics,,USA,,,,,,0
Hana Biosciences,,USA,,,San Francisco,,,100000000.0
Hana Card,2009,KOR,,,,,,0
Handango,,USA,NC,27701,Durham,"320 Blackwell Street, 4th Floor",,60500000.0
HandBag Betty,2010,USA,WA,98110,Bainbridge Island,10241 NE Beachcrest Drive,,0
Handbags4Hunger,2008,USA,WI,,Oshkosh,,,0
Handcrafted,2008,USA,TX,77070,Houston,,,0
Handipoints,,USA,CA,,Oakland,,,800000.0
Handmade Mobile Entertainment,2003,GBR,,W1F 7QH,London,Europa House 54 Great Marlborough Street,,0
Handmark,2000,USA,MO,64106,Kansas City,909 Walnut Street #400,,10000000.0
Hands,1999,BRA,,,Rio de Janeiro,"Nilo Pe?anha St, 50",,0
Hands-aid Corporation Ltd. ,2008,JPN,,194-0022,Tokyo Machida ,Morino 2-1-8-201,,0
Hands-On Mobile,2001,USA,CA,,San Francisco,,,0
HandScribe,2009,USA,IN,46383,Valparaiso,"880 Eastport Centre Dr, Suite 100",,0
Handseeing Information,,CHN,,,Sichuan Province,"Room 912, Block B, Puli Building,NO. 20 in South Section 1","1st Ring Road,Chengdu,",7320000.0
Handster,2005,USA,IL,60062,Northbrook,"601 Skokie Blvd, Suite 105",,0
HandyLab,,USA,MI,,Ann Arbor,,,0
HandySoft,1991,KOR,,137-070,Seoul,1708-2 Seocho-dong Seocho-ku,,0
Hanger Network In-Home Media,,USA,NY,10023,New York,1841 Broadway,3rd Floor,18000000.0
Hangout Industries,,USA,MA,02111 ,Boston, 110 Chauncy Street ,,12000000.0
Hannon Hill,2001,USA,GA,30326,Atlanta,950 E. Paces Ferry Rd,Suite 2440,0
Hanon McKendry,1990,USA,MI,49503,Grand Rapids,25 Ottawa SW,Suite 600,0
Hansa Medical,,SWE,,SE-220 07,Lund,Hansa Medical AB Scheelev?gen 22,P.O. Box 785,0
HansaWorld business management software,1988,GBR,,SW1W 0SR,London,"Abbey Business Centres, Suite No 343 111 Buckingham Palace Road Westminster",,0
Hansen Medical,,USA,CA,94043,Mountain View,800 East Middlefield Road,,0
Hansen Technologies,1971,AUS,,VIC 3108,Doncaster,2 Frederick Street,,0
happenex!,2009,NLD,,2240 AE,Wassenaar,Postbus 210,,0
happier.com,2008,USA,PA,,Philadelphia,,,1000000.0
Happiness Foundation,2002,USA,NY,11968,Southampton,"50 Hill Street,",#333,0
HappyMappy,2007,USA,GA,30326-3253,Atlanta,3445 Peachtree Rd NE #1400,Attn: Cecil Phillips,0
HAPPYneuron,2000,USA,CA,94040,Mountain View,809B Cuesta Drive,Suite 2130,0
HapsMap,2008,USA,NY,,Brooklyn,,,0
Hara,2008,USA,CA,,Woodside,,,20000000.0
"Harbor PPI, Inc.",,USA,LA,70726,Denham Springs,239 Oak Street,,0
Harbour Networks Holdings,2000,CHN,,100094,"No. 8, Dongbeiwang West Road, Haidian District, Beijing",Harbour Networks R&D Center,Zhongguancun Software Park,37000000.0
Harcase Software,2003,USA,,,,,,0
Hard Candy Cases,2009,USA,CA,94526,Danville,375 Diablo Road,Suite 200,0
Hard Candy Shell,2007,USA,NY,10003,New York,36 Cooper Square,6th Floor,0
Hardcore Computer,2006,USA,MN,55901,Rochester,2717 Highway 14 West,Suite D,500000.0
HardHatCity,2009,USA,CA,94523,Pleasant Hill,1800 Oak Park Blvd,,0
Hardin Design & Development,2008,USA,WI,53703,Madison,30 W Mifflin St 408,,0
HardMetrics,2003,USA,PA,18902,Doylestown,5983 Stovers Mill Road,,2000000.0
HariOmTechnologies,2008,IND,,462021,Bhopal,Bhopal,Bhopal,0
Harkopen,2009,ROM,,032125,Bucharest,Aleea Ilioara nr 10,,0
Harman International Industries,1980,USA,CT,06901,Stamford,400 Atlantic Street,,0
Harmonic,,USA,CA,94089,Sunnyvale,549 Baltic Way,,0
Harmonic Financials,2009,CAN,,M4P 2H7,Toronto,327 - 2510 Yonge St.,,0
Harmonix Music Systems,1995,USA,MA,02139,Cambridge,625 Massachusetts Avenue,2nd Floor,0
Harmony Information Systems,1998,USA,VA,20190,Reston,12120 Sunset Hills Road,Suite 500,35500000.0
Harnett Accountants,,GBR,,TW1 3AU,London,41 Marble Hill Gardens,Twickenham,0
HarQen,2007,USA,WI,53212,Milwaukee,1830 N Hubbard St,,2718177.0
Harriman Business Center incubator,,USA,NY,12206,Albany,7A Harriman Campus Road,Building 7A-Suite 210,0
Harris,,USA,FL,32919-0001,Melbourne,1025 West NASA Boulevard,,0
Harris Computer Systems,,CAN,,K2E 8C4 ,Ontario,"1 Antares Drive, Suite 400 ",Ottawa,0
Harrison Place,,USA,NY,14094,Lockport,210 Walnut St.,,0
Harte-Hanks,,USA,TX,78728,Austin , 117 Kendrick Street,,0
Harvard Bioscience,,USA,,,,,,0
Harvest,2006,USA,NY,10013,New York,187 Lafayette St.,Floor 6,0
Harvest Automation,2009,USA,MA,01450,Groton,154 Main Street,,4000000.0
Harvest Power,2008,USA,MA,02451,Waltham,610 Lincoln Street,3rd Floor,10000000.0
Harvest Realty,2002,USA,FL,32405,Panama City,1610 Lindenwood Dr.,,0
Harvest Trends,2009,USA,IL,61702,Bloomington,PO Box 272,,1500000.0
Hashtools,2009,GBR,,SP11 7RY,Andover,23 Brook way,Anna Valley,0
HasOffers,2009,USA,WA,98121,Seattle,2220 Western Ave,,0
Hasware,1999,CHE,,4460,Gelterkinden,Aspweg 12,,0
Hatena,2001,JPN,,604-0835 ,Kyoto,"9F Oike building, 206 Takamiya-cho",Nakagyo-ku,0
Hatsize,2000,CAN,,,Calgary,1122 - 4 Street S.W.,#1200,0
Hatteras Networks,2000,USA,NC,27713,Durham,523 Davis Drive,,36000000.0
Haute Secure,2006,USA,WA,98109,Seattle,2212 Queen Anne Ave. N #282,,2100000.0
HauteLook,2007,USA,CA,90015,Los Angeles,1212 S. Flower St.,Suite 300,41000000.0
HaveMyShift,,USA,IL,60614,Chicago,,,12000.0
Having Things Done,2008,USA,IL,60610,Chicago,"114 W. Illinois,",3rd Floor,0
Hawaii Biotech,,USA,HI,96701,Aiea,99-193 Aiea Heights Drive,Suite 200,0
Hawaii Medical,,USA,,,,,,0
HawaiiGaga.com,2008,CAN,,,Victoria,,,0
Hawe Digital,2007,USA,CT,06902,Stamford,,,0
Hayen Company,2009,USA,SC,29204,Columbia,1825 Saint Julian Pl.,Suite 16-B,0
Haystack Project,2008,USA,AZ,85280-2182,Tempe,P.O. Box 2182,,0
HaZmat Creations,2009,CAN,,,Edmonton,,,0
H?lle & H?ttner,,DEU,,72072 ,T?bingen,,,0
HBGary,2003,USA,CA,95864,Sacramento,3604 Fair Oaks Blvd,Suite #250,0
HBH Technology,2008,USA,CA,92647,Huntington Beach,PO Box 2744,PMB 285,0
HCL CleanTech,2007,ISR,,63424,Tel-Aviv,HCL CleanTech Ltd.,"1, Bernstein Cohen st.",5500000.0
HD Biosciences,,CHN,,201201,Shanghai,590 Ruiqing Road ,"Zhangjiang East Campus, Pudong, ",0
HD Cloud,2009,USA,NY,10003,New York,"900 Broadway, Suite 900",,0
HD FLV PLAYER,2009,IND,,600089,Chennai,"No.149, 1C/1D, 2nd Floor, Mount Poonamallae road",Ramapuram,0
HD Greetings,2007,USA,CA,94010,Burlingame,700 Airport Blvd #470,,0
HD Interactive,2001,USA,FL,,Tampa,,,0
HeadCase Humanufacturing,2006,USA,CA,90039,Los Angeles,2658 Griffith Park Boulevard,Suite 713,900000.0
HeadCount,,CAN,,T6N 1E5,Edmonton,9419-20 Ave,,0
Headline Shirts,2004,USA,CA,94117,San Francisco,865 Florida Street 5,,0
Headliner.fm,2009,USA,NY,12011,Brooklyn,10 Jay Street,Suite 901,250000.0
HeadMix,2007,USA,CA,94111,San Francisco,639 Front Street,1st Floor,660000.0
Headplay,1998,USA,CA,91505,Burbank,3400 West Olive Avenue,Suite 320,291293.0
Headr,2007,NLD,,3831hj,Leusden,Kokmeeuw 22,,0
Headsets Direct,1996,USA,AZ,86305,Prescott,"1454 W. Gurley St., Ste. A",,0
HeadSprout,1999,USA,WV,98102,Seattle,127 Broadway Avenue East,Suite 200,8256751.0
HeadStartup,2009,USA,OH,43215,Columbus,851 Pearl Street,,0
Headstrong,1981,USA,IL,60606,Chicago,200 West Adams,Suite 1800,0
HeadStrong Brain Gym,2006,USA,NY,12572,New York,,,0
Headweb,2006,SWE,,S-113 38,Stockholm,Tomtebogatan 35,,0
Healia,,USA,WA,98005,Bellevue,40 Lake Bellevue Dr.,Suite 350,0
Healionics ,,USA,WA,98052,Redmond,14787 NE 95th Street,,2600000.0
Healism,2008,MYS,,,Kuala Lumpur,,,0
Healogica,2007,USA,NY,10023,New York,47 West 76th Street,#4,890000.0
Health Club Media Network,1995,USA,CA,91367,Woodland Hills,5550 Topanga Canyon Boulevard,Suite 300,0
Health Guru,2007,USA,NY,10012,New York,494 Broadway,4th Floor,3450000.0
Health Hero Network,1988,USA,CA,94303,Palo Alto,2400 Geng Road,Suite 200,16000000.0
Health Impact Solutions,,NLD,,6716 AE,Ede,Galvanistraat 1,,0
Health Insurance Finders,,USA,FL,33137,Miami,3301 NE 1st Avenue,PH4,0
Health Insurance Solutions,1999,USA,NC,28270-7788,Charlotte,2308 Wythe House Court,,0
Health Market Science,,USA,PA,19406,King of Prussia,2700 Horizon Drive,,6100000.0
Health Plan One,,USA,CT,06484,Shelton,1000 Bridgeport Ave,4th Floor,6500000.0
HEALTH PRODUCTS FOR YOU,2002,USA,CT,06810,Danbury,"57 North Street, Suite 308",,0
Health-Smart,2004,GBR,,NW3 2PF ,London,Royal Free Medical School,Rowland Hill Street,0
Healthcare,2007,USA,FL,33137,Miami,3301 NE 1st Ave. Suite PH4,,0
HealthCare.com,2006,USA,,,,,,6100000.0
HealthcareMagic,2008,IND,,560049,Bangalore,Evoma Business Center,KR Puram,2500000.0
HealthCentral,,USA,VA,22201,Arlington,2300 Wilson Blvd.,Suite 600,50000000.0
HealtheHuman,2006,USA,CA,92014,Del Mar,2010 Jimmy Durante Blvd.,Suite 205,0
HealthEngine,2007,AUS,,6100,Perth,16/125 Gloucester Street,Victoria Park,0
Healthetreatment,2009,USA,MA,02118,Boston,580 Harrison Ave,,0
