name,founded_year,country_code,state_code,zip_code,city,address1,address2,raised_amount
VMware,1998,USA,CA,94304,Palo Alto,3401 Hillview Ave,,150000000.0
VNU Expositions,1965,USA,VA,20151,Chantilly,14685 Avion Parkway,Suite 400,0
Voalt?,2008,USA,FL,34233,Sarasota,3665 Bee Ridge Rd,Suite 200,1700000.0
Vobile,2005,USA,CA,95054,Santa Clara,"4699 Old Ironsides Drive, Ste 430",,10000000.0
Vocab,2002,SWE,,16474 ,Stockholm,"Finlandsgatan 62, 2 tr, Kista",,0
Vocabletics,2008,IND,,560102,Bangalore,"417, 2nd Floor","27th Main, HSR Layout",0
Vocal IP Networx,2005,USA,NY,10001,New York,307 7th Ave,Suite 707,0
Vocalocity,,USA,GA,30306,Atlanta,600 Virginia Ave,1st Floor,8000000.0
VocalSpace,,USA,TX,75022,Flower Mound,2604 Long Prairie Rd.,Suite 200,0
VocalTec Communications,1994,ISR,,46140 ,Herzliya ,60 Medinat Hayehudim Street ,PO Box 4041 ,0
Vocera Communications,,USA,CA,95126,San Jose,525 Race Street,,7000000.0
Vocio,2001,USA,CA,92130,San Diego,12526 High Bluff Dr.,Suite 370,0
Vocollect,1988,USA,PA,15235,Pittsburgh,703 Rodi Road,,0
Vocus,,USA,MD,20706,Lanham,4296 Forbes Boulevard,,0
Vodaco Web Strategies,2000,TUR,,34381 ,Istanbul,"Plaza 33, Buyukdere Cad. 33/11",Sisli,0
Vodafone,1983,GBR,,RG14 2FN,Berkshire,,,0
Voddler,2005,SWE,,115 41,Stockholm,Hang?v?gen 18,,8570000.0
VODECLIC,2007,FRA,,75017,Paris,,,0
VODemotion,2006,FRA,,92190,Meudon,4 rue diderot,,0
Vodpod,2006,USA,CA,94104,San Francisco,,,1000000.0
Voice Fidelity,,PHL,,,,,,0
Voice to text,2003,USA,CA,91768,pomona,"12, weber street",pomona,0
Voice123,2003,USA,NY,10013,New York,30 E 23rd Street,,0
Voice2Insight,,USA,UT,84020,Draper," 12244 South Business Park Drive, ",Suite 115,0
VoiceBox Technologies,,USA,WA,98005,Bellevue,11980 NE 24th Street,Suite 100,8267208.0
VoiceCurve,,USA,OR,97280,Portland ,PO Box 80838,,0
Voicendo,2009,USA,MS,39532,Biloxi,,,0
VoiceObjects,2001,DEU,,51429,Bergisch Gladbach,Friedrich-Ebert-Strasse,,10800000.0
VoicePrism Innovations,2007,USA,IL,60601,Chicago,203 North LaSalle Street,Suite 2100,1200000.0
Voices,2003,CAN,,N6G 4X8,London,130-100 Collip Circle,,0
Voices Heard Media,2007,USA,TN,37996,Knoxville,2450 EJ Chapman Drive,Suite 211,497233.0
Voices in Business,2006,GBR,,TN2 5NP,Tunbridge Wells,"Mackenzie House, Coach & Horses Passage",The Pantiles,0
VoiceStar,1999,USA,PA,19107,Philadelphia,1315 Walnut Street,Suite 1532,0
Voicetap,2009,IND,,201301,"Noida, UP","2nd Floor, D 205, Sector 10",,0
VOICETRUST,2000,DEU,,D-81379,Munich,Geisenhausenerstr. 15,,2430000.0
Voicify,2009,USA,GA,,Atlanta,,,0
VoIP Logic,,USA,MA,01267,Williamstown,529 Main Street ,,1250000.0
VoIP Spear,2007,CAN,,,Edmonton,,,0
VoipReview,2003,USA,CA,92038 ,La Jolla,PO Box 2462,,0
VoIPshield Systems,2006,CAN,,K2L 2N2,Ottawa,"150 Katimavik Road, Unit 102",,5970000.0
"VOIS, Inc.",2006,USA,FL,33431,Boca Raton,951 Yamato Road,,1000000.0
Voisineo,2008,FRA,,69130,Ecully,40 Avenue Guy de Collongue,,2220000.0
Voisse,2009,GBR,,KT24 6AX,East Horsley,Station Approach,,0
Voiturelib,2010,FRA,,13007,Marseille,"24, rue Chaix",,0
Vokle,2008,USA,CA,90403,Santa Monica,,,0
Volacci,2001,USA,TX,78728,Austin,14205 N Mopac Expressway,Suite 300,0
Volagratis,2004,CHE,,6830,Chiasso,Via Girolamo Porta 2,,0
Volantis Systems,2000,GBR,,GU2 7YT,"Guildford, Surrey",1 Chancellor Court,"Occam Road, Surrey Research Park",7500000.0
Volas Entertainment,2004,ISR,,46140,Herzliah Pituach,3 Hasadnaot St.,POB 4010,0
Volicon,2004,USA,MA,01803,Burlington,111 South Bedford Street,Ste 201,0
Vollee,2005,ISR,,46733,Hertzilya,1 Hachoshlim Street,Meir House 2F,7500000.0
Volo Media,2008,MLT,,MLH,Mellieha,Tas-Sellum Residence 612,Tunnara Promenade,0
VoloMedia,2005,USA,CA,94086,Sunnyvale,800 W. California Ave.,Suite 110,12000000.0
Voltage Security,2002,USA,CA,94304,Palo Alto,4005 Miranda Avenue,Suite 210,27000000.0
Voltaire,1997,USA,MA,01824,Chelmsford,100 Apollo Drive,,15000000.0
Voltaix,1986,USA,NJ,08876 ,N. Branch,PO Box 5357,,21500000.0
VoltDB,2009,USA,MA,01821,Billerica,8 Federal St,,0
VoluBill,2001,FRA,,38330,Saint Martin,80 All?e Saint Exup?ry,Montbonnot,14840000.0
Voluntis,,FRA,,92150,Suresnes,4 rue Diderot,,0
Volusion,1999,USA,CA,93065,Simi Valley,1736 Erringer Rd ,,0
Volve,2004,NOR,,7462,Trondheim,Pirsenteret,"Havnegaten 9, 2nd floor",1240000.0
Vonage,2001,USA,NJ,07733,Holmdel,23 Main Street,,0
Vontoo,2005,USA,IN,46250,Indianapolis,8606 Allisonville Road,Suite 260,2000000.0
Vontu,2001,USA,CA,94111,San Francisco,475 Sansome Street ,Suite 2000,10000000.0
vooch,2009,AUT,,3430,Tulln,Wienerstra?e 9/2,,0
Voodoovox,2002,USA,MA,,,,,21600000.0
Vook,2009,USA,CA,94501,Alameda,"1100 Marina Village Parkway, Suite 102 ",,2500000.0
Voon,2004,ARG,,,Buenos Aires,,,0
Voota,2009,ESP,,,,,,0
Vopium,2006,DNK,,1466,Copenhagen,"R?dhusstr?de 6, 2.",,16500000.0
Vormetric,2001,USA,CA,95054,Santa Clara,3131 Jay Street,,5000000.0
Vorsite,2000,USA,WA,98101,Seattle,"1201 Western Ave, Suite 450",,0
Vortimer,2009,USA,DC,20009,Washington,2715 M St. NW,,0
VOSS,2003,GBR,,RG2 0TD,,"Atlantic House, Imperial Way Reading",Berkshire ,12000000.0
Vostu,2007,USA,NY,10001,New York,307 7th Ave,Suite 1104,3894083.0
Votigo,2006,USA,CA,94549,Lafayette,3527 Mt. Diablo Blvd.,#364,1265000.0
VouChaCha,2009,GBR,,,London,,,0
Voucher Codes,2009,GBR,,W1,London,,,0
Vovici,2006,USA,VA,20166,Dulles,"45365 Vintage Park Plaza, Suite 250",,16300000.0
Voxalot,2006,AUS,,2000,North Sydney,Walker Street,,0
VoxCall.com,,USA,CA,92020,El Cajon,1044 Pioneer Way,Suite E,0
Voxel dot Net,1999,USA,NY,10006,New York,29 Broadway,30th Floor,0
Voxeo,2000,USA,FL,32801,Orlando,189 South Orange Avenue #2050,,9000000.0
Voxify,,USA,CA,94501,Alameda,Voxify Corporate Headquarters 1151 Marina Village Parkway,,23000000.0
Voxiva,2001,USA,WA,20006,Washington,1725 K Street North West,9th Floor,0
Voxmobili,1999,FRA,,75017,Paris,"36, rue Brunel",,0
Voxpixel,,USA,WA,,Seattle,,,0
VoxPop Network Corporation,2006,USA,CA,94111,San Francisco,"Pier 9, Suite 116",,3500000.0
VoxSwap,,GBR,,,Uffington,,,0
"Voxware, Inc.",1999,USA,NJ,08619,Hamilton,300 American Metro Blvd,Suite 155,0
Voyage Medical,2006,USA,CA,94063,Redwood City,610 Galveston Drive,,46040000.0
Voyage.tv,2008,USA,NY,10003,New York,115 Fifth Ave,5th Floor,0
Voyant,2006,USA,TX,78759,Austin,4807 Spicewood Springs Road,"Building 2, Suite 410",0
Voyavo,2008,USA,CA,94105,San Francisco,118 2nd Street,Fourth Floor,0
Voyij,2008,USA,CA,95014,Cupertino,20380 Town Center Ln,Voyij Inc.,0
Voztelecom,2003,ESP,,08290,Cerdanyola,Avda. Parc Tecnologic 3,Parque Tecnologico del Valles,2841000.0
VP Factory Inc,2010,USA,CA,92563,Laguna Hills,23046 Avenida de la Carlota,Suite 600,0
VPDG LLC,2008,USA,SC,29301,Spartanburg,Suite 316,,0
VPI.Net,1995,USA,CA,92618,irvine,220 Technology Drive West,#100,0
VPIsystems,1997,USA,NJ,07733,Holmdel,943 Holmdel Road,,4000000.0
vpod.tv,2006,FRA,,75008,Paris,22 rue de la P?pini?re,,5100000.0
Vquence,2006,AUS,,2000,Sydney,18 Bulletin Place,,50000.0
VR Media Pte. Ltd.,2006,SGP,,187966,Singapore,192 Waterloo Street,#04-06 Skyline Building,0
vRetta,,CAN,,M5H 2S8,Toronto,330 Bay Street,Suite 820,0
Vringo,2006,USA,NY,10003,New York,18 E. 16th Street,,31132000.0
Vroengard Academy,,USA,NY,10019,New York,1745 Broadway,,0
VS Lab,2008,RUS,,115088,Moscow,"Nizhnyaya Krasnoselskaya street, 40/12",,0
VSC Consulting,2002,USA,CA,,,,,0
VSE Corp,1959,USA,VA,22303-1499,Alexandria,2550 Huntington Avenue,,0
VSee Lab,2003,USA,CA,95132-3604,San Jose,3188 Kimlee Drive,Suite 100,0
Vsey Software,,USA,WA,,Mercer Island,,,0
vSocial,,USA,,,,,,0
VSoft,1996,USA,GA,30097,Duluth,6455 East Johns Crossing,Suite 450,10000000.0
VT Silicon,2002,USA,GA,30308 ,Atlanta,730 Peachtree Stree N.E.,Ste 850 ,8800000.0
Vtap,,USA,MA,,Andover,,,14000000.0
Vtion Wireless Technology,,DEU,,60327,Frankfurt,EBC Excellent Business Center,Westhafen Plaza 1,21000000.0
VTN,,NGA,,Wuse Zone 4,Abuja ,Plot 2425 Herbert Macaulay Way ,Suite S8 Febson Mall,10000000.0
VTT,1942,USA,CA,95054,Santa Clara ,3945 Freedom Circle,Suite 110,0
VU Security,2006,ARG,,1453,Buenos Aires,Av Libertador 5582 9 C,,1000000.0
VuCast Media,1997,USA,CA,94303,Palo Alto,2370 Watson Centre Suite 220,,5500000.0
Vuclip,,USA,CA,95035 ,Milpitas,,,6000000.0
Vudu,2004,USA,CA,95051,Santa Clara,2890 Bower Avenue,,36000000.0
Vue Technology,,USA,CA,92630,Lake Forest,103 North Pointe,,5020000.0
vufind,2007,USA,CA,94306,Palo Alto,2470 El Camino Real suite 210,,0
Vulcan,1935,USA,AL,36536,FOLEY,410 E BERRY AVE,PO BOX 1850,0
Vulcan Power,1991,USA,OR,97702,Bend,775 SW Bonnett Way,Suite 210,108000000.0
vunite media,2008,USA,UT,84102,Salt Lake City,115 South 1100 East #505,,0
Vunovate Media,2009,IND,,201301,NOIDA,5 ITBI Science & Technology Entrepreneurs Park,"C-20/1, Sector-62",0
Vurv Technology,,USA,FL,32256,Jacksonville,"7660 Centurion Parkway, Suite 100",,5000000.0
Vurve,2009,USA,CA,94301,Palo Alto,530 University Ave,,1800000.0
Vusion,,USA,CA,95035,Milpitas,1375 McCandless Drive,,0
Vuuch,2008,USA,MA,,Boston,,,0
Vuvox,,USA,CA,94063,Redwood City,270 Chestnut St.,#202,0
Vuze,2003,USA,CA,94063,Redwood City,835 Main Street,,34000000.0
Vuzit,2006,USA,PA,19104,Philadelphia,3701 Market Street,4th Floor,355000.0
vWise,2006,USA,CA,92656,Aliso Viejo,25 Enterprise,Suite 210,200000.0
Vyami,2010,IND,,400101,Mumbai,905/6 Orchid Tower,Lokhandwala Complex Kandivali East,0
"Vyapin Software Systems Pvt. Ltd.,",1996,IND,,600083,Chennai,"2A, ""K.G.Sunshine""","New No. 48, 12th Avenue, Ashok Nagar",0
Vyatta,2005,USA,CA,94002,Belmont,1301 Shoreway Road ,Suite 200,28800000.0
Vybrant Technology Solutions,,USA,CA,94568,Dublin,2968 West Castle Pines Terrace,,0
Vyew,2004,USA,CA,94704,Berkeley,2180a Dwight Way,,0
Vyke,2004,GBR,,E14 9GE , London,1 Harbour Exchange Square,,0
VYRE Limited,,GBR,,EC2A 4HJ,London,"Zetland House, Ground Floor",5-25 Scrutton Street,0
Vysr,,USA,CA,94301,Palo Alto,"540 University Ave, Suite 50 ",,2000000.0
VYTA,1996,USA,CO,80202,Denver,370 17th Street,Suite 3640,0
VytronUS,,USA,CA,94085,Sunnyvale,658 N. Pastoria Ave.,,17600000.0
Vyyo,1996,USA,GA,30092,Norcross,6625 The Corners Parkway,Suite 100,25000000.0
vzaar,2007,GBR,,SW11 3TX,London,4 Leeward House,Square Rigger Row,0
VZnet Netzwerke,2005,DEU,,10405,Berlin,Saarbr?cker Strasse 38,,0
W Athletic,2007,GBR,,W1W 5BB,London,The Media Village,131-151 Gt Titchfield Street,0
W&W Communications,2001,USA,CA,95054,Santa Clara,2903 Bunker Hill Lane,Suite 107,0
w.illi.am/,2007,CAN,,H3C 2N5,Montreal,50 Queen street,#204,0
W3 Business Advisors,2006,USA,IL,60661,Chicago,150 North Michigan Avenue,Suite 2800,0
W3Counter,2004,USA,PA,18974,Warminster,1451 Graeme Way,,0
W3i ,2000,USA,MN,56377,Sartell,1900 Medical Arts Ave S,Suite 200,0
W3Techs,2009,AUT,,2344,Maria Enzersdorf,,,0
W4,,USA,CA,90405,Santa Monica,2415 Main Street,,0
Waban Software,2002,USA,MA,02140,Cambridge,84 Sherman St.,,0
Wabebee,,NLD,,6524,,Groesbeekseweg 124,Nijmegen,0
Wacom Technology Corp.,1991,USA,WA,98683,Vancouver,1311 SE Cardinal Court,,0
Wadaro,2005,GBR,,WA4 4FS,Cheshire,Keckwick Lane,Daresbury Innovation Campus,1010000.0
Wadja,,CYP,,1077,Nicosia,"12 Kreontos Street, Nicosia",,0
WaferTech,1996,USA,WA,98607-9299,Camas,5509 NW Parker Street,,0
Waffl.com,2009,USA,NJ,07022,Jersey City,5-11 Coles Street #5,,350000.0
wagehub,2008,USA,MI,48071,Madison Heights,2500 Main,,0
WageWorks ,,USA,CA,94403,San Mateo,"1100 Park Place, 4th Floor",,20000000.0
Waggle Labs,,USA,WA,,Seattle,,,0
Wagwire,2008,FRA,,42300 ,Roanne,34 place des Promenades,,0
Wahanda,2008,GBR,,SW1Y 4NW,London,c/o Calders & Co,1 Regent Street,0
Wahdang,2009,USA,FL,32907,palm bay,1307 helias st. nw.,,0
Wakensys,2004,USA,IL,60077,Skokie,7450 Skokie Blvd,Suite 200,0
Wakesoft,,USA,CA,94107,San Francisco,525 Brannan,Suite 404,0
Wakonda Technologies,2005,USA,MA,,Woburn,2A Gill Street Woburn,,3160000.0
Wakoopa,2007,NLD,,1012LM,Amsterdam,"Damrak 70, 254",,1000000.0
Wakozi,2008,USA,NY,10018,New York City,325 West 38th Street,Suite 807,0
"Walden Technology Partners, Inc",2007,USA,MA,02482,Wellesley,One Hollis Street,,0
Walden Virtual,2008,USA,NY,14086,Lancaster,3725 Walden Avenue,,0
Waleg,2003,TUN,,,Tunis,,,0
Walk Light Media,2009,USA,NY,,,,,0
Walk Score,2007,USA,WA,,Seattle,,,0
Wall Street On Demand,,USA,CO,80301,Boulder,5718 Central Ave,,0
Wall Street Systems,1986,USA,NY,10104,New York,1290 Avenue of the Americas,,0
Wallace Wireless,,CAN,,ON M5G 1L7 ,Toronto,101 College Street,,0
Walldrof Weich Technologien Pvt.Ltd,,IND,,110017,Newdelhi,"B-1/9 LG Floor,Malviya Nagar",,0
Wallhogs,2006,USA,PA,15601,Greensburg,2217 Longview Dr.,,0
Walling Data Systems,,USA,NC,28658,Newton,2105 NorthWest Blvd,,0
WallStrip,2006,USA,,,,,,600000.0
Walmart,1962,USA,AR,72716,Bentonville,702 SW Eighth Street,,0
Walsh Wireless Solutions,2002,USA,CA,94583,San Ramon,2680 Bishop Drive,Suite 200,520000.0
Walt & Company,1991,USA,CA,95008,Campbell,2105 South Bascom Ave.,Suite 240,0
Walt Disney Interactive Media Group (Japan),,JPN,,153-0064,Tokyo,"1-8-1, Shimomeguro",Meguro-ku,0
Walt Disney Internet Group,,USA,WA,98104,Seattle,925 4th avenue and Madison,,0
Wamba,,ESP,,,Mallorca,,,0
WAMI Concept,2007,FRA,,75009,Paris,"53, rue La Fayette",,0
Wanajob,2007,FRA,,75015,Paris,80 rue de Lourmel,,0
Wanako Games,,USA,,,,Avenida El Bosque Sur 576,"Santiago, Chile",0
Wananchi Online,2000,KEN,,,Nairobi,Loita Street,"Loita House, 1st Floor",43840000.0
Wanda Digital,2006,TUR,,34398,Istanbul,Bilim Sokak No: 5 Sun Plaza ,B Blok,0
Wandering WiFi,,USA,GA,30318,Atlanta,1425 Ellsworth Industrial Blvd,Suite 33,0
WANdisco,2005,USA,CA,94583,San Ramon,2633 Camino Ramon,Suite 455,0
WangYou,,CHN,,100022,Beijing,No.93 Jianguo Road,Chaoyang District,11120000.0
Wanova,,USA,CA,95128,San Jose,560 S. Winchester Ave,Suite 500,13000000.0
want2do,2008,DEU,,10247,Berlin,Weserstr.17,,0
wantANDfound.com,2009,USA,TX,78704,Austin,2525 South Lamar,"Building 1, Suite 3",0
Wanteed,2006,FRA,,75001,Paris,,,0
Wantsa,2006,CAN,,V6E 4V2,Vancouver,1100 Melville Street,Suite 380,4500000.0
wantz.it,2008,BEL,,3150,Tildonk,Kapelleweg 40,,0
Wappalyzer,2009,NLD,,3000 ,Rotterdam ,Postbus 352 ,,0
Wappwolf,2010,AUT,,,Vienna,,,0
Wapr,,IND,,500038,Hyderabad,"Plot No 172, ",Kalyannagar -III,0
Waps.cn,2005,CHN,,,,,,8000000.0
Warehouse Intellect,,USA,MN, MN 55401,Minneapolis,600 Washington Ave,,0
Warner Chilcott,1968,USA,NJ,07866,Rockaway,100 Enterprise Drive,,0
Warner Music Group,,USA,NY,10019,New York,75 Rockefeller Plaza,,0
WarrantyLife.com,2010,CAN,,V3H 5H1,Port Moody,"Suite 351, 255 Newport Dr",,100000.0
Warwick Warp,,GBR,,CV4 7EZ ,Coventry,Sir William lyons Road ,University of Warwick Science Park,1190000.0
Wasatch Wind,2002,USA,UT,84032,Heber City,357 W 910 S Suite A ,,500000.0
Washington Stamps Company,1979,USA,MD,20817,Bethesda,9006 Friars Rd,,0
Wasoobi,2009,USA,CT,06830,Greenwich,2 Benedict Place,#3B,0
Waspit,2010,GBR,,,London,25 Gilbert Street,,0
Waste Central,,USA,CO,94301,Palo Alto,735 Emerson Street,,0
Waste Management,,USA,TX,77002,Houston,1001 Fannin Street ,Suite 4000,0
Waste Remedies,,USA,MO,63112,St. Louis,6101 A Delmar Blvd.,,7500000.0
watAgame,2003,DNK,,2300,Copenhagen,"Kingkurren 8D, 1 tv",,4000000.0
watch lover,2002,THA,,10240,Bangkok,onut Rd.21/1,,0
WatchDoit,2007,USA,CA,93612,Clovis,1715 Minnewawa,,0
WatchFrog,,FRA,,91000 ,Evry,P?pini?re Genopole Entreprises,4 rue Pierre Fontaine,0
WatchGuard,1996,USA,WA,98104-3892,Seattle,505 Fifth Avenue South,Suite 500,0
WatchMojo.com,2006,CAN,,H2T 1S5,Montreal,5413 Saint Laurent,Suite 200,1500000.0
WatchMouse,2002,NLD,,3521GH,Utrecht,Vondellaan 156,,0
Watchmynumbers,2008,AUS,,3000,Melbourne,Level 10/271 Collins Street,,0
Water Health International,1995,USA,CA,92618,Irvine,9601 Irvine Center Drive,,10000000.0
Water Street Healthcare Partners,,USA,IL,60606 ,Chicago,333 West Wacker Drive ,Suite 2800 ,0
water&stone,,IDN,,80361,"Kuta, Bali",23a Jalan Raya Semer,Kerobokan,0
watercompare,2008,GBR,,,london,,,0
Watercooler,2006,USA,CA,94065,Redwood City,101 Redwood Shores Pkwy,Suite 250,9500000.0
Waterfall Mobile,2005,USA,CA,94103,San Francisco,1132 Howard Street,,3700000.0
Waterfront Media,2002,USA,NY,11201,"Brooklyn, New York",45 Main St.,Suite 800,63000000.0
Waterman Jewelers,2007,USA,MI,48153-1488,48153-1488,PO Box 531488 ,Livonia,0
WaterplayUSA.com,,USA,NC,28403,Wilmington,1410 Commonwealth Dr.,Suite 100,0
Watervliet Innovation Center,,USA,NY,12189,Watervliet,44 Dalliba Avenue,,0
WATMedia,2006,IND,,,,,,0
Watson SCS,,USA,FL,33626,Tampa,12157 W. Linebaugh Ave,Suite #381,0
Watt & Company,,USA,TX,75244,Dallas,13717 Welch Road,,2410000.0
Wattbot,2007,USA,CA,94114,San Francisco,3954 17th St. STE A,,350000.0
Wattpad,2006,CAN,,M2M 3V3,Toronto,Suite 808,5799 Yonge Street,0
WattzOn,2008,USA,MA,02140,Cambridge,5 Upland Road,Floor Two,0
WaTunes,2006,USA,MI,48201,Detroit,,,0
WatZatSong,2006,FRA,,75011,Paris,"3, rue Crespin du Gast",,0
WAV,,USA,IL,60502,Aurora,2380 Prospect Avenue,,0
WAVE,2009,THA,,10240,Bangkok,"69/183 Ramkhamhaeng 24 Rd,","Huamark, Bangkapi",0
Wave Crest Holdings,,GIB,,,Gibraltar,62 Tradewinds Ocean Village,,8500000.0
Wave Systems,1988,USA,MA,01238,Lee,480 Pleasant Street,,0
Wave Technology Solutions,,USA,CA,92618,Irvine,8805 Research Drive,Suite # 100,0
Wave Universal,2007,USA,NY,12737,Glen Spey,PO Box 292,,0
Waveative,2008,USA,TX,77024,Houston,,,0
Wavebreak Media,2006,IRL,,,Cork City,Rubicon Centre ,,0
Wavelink,1992,USA,UT,84047-4155,Midvale,6985 Union Park Center,Suite 335,0
Wavemaker Software,,USA,CA,94105,San Francisco,301 Howard Street,Suite 2200,14500000.0
Wavemark,2003,USA,MA,01460,Littleton,300 Foster Street,,0
WaveMetrix,2003,GBR,,WC2B 6AA,London,88 Kingsway,,0
Wavesat,1993,CAN,,H9P 2W8,"Montreal, Quebec",Wavesat Inc. 1375 Trans-Canada Highway Suite 300,,14810000.0
Wavestream,,USA,CA,91773,San Dimas,545 West Terrace Drive,,28000000.0
WaveSyndicate,,USA,RI,,Providence,,,350000.0
WaveTwo,2002,USA,TX,75039,Irving,222 West Las Colinas Boulevard,Suite 1650,0
Wavii,2009,USA,WA,,Seattle,,,2000000.0
Wavin,1955,NLD,,8000 AD,Overijssel,Stationsplein 3,Zwolle,0
Way2SMS.com,2006,IND,,500075,Hyderabad," No.89, Rd No.9","Jubilee Hills, Hyderabad, INDIA",0
WayConnected,2010,USA,CO,80401,Golden,600 12th Street  Suite 175 ,,0
Wayfinder,,SWE,,,Stockholm,,,0
Waymedia,2005,ITA,,40127,Bologna,"Via Fanin, 48",,0
WAYN,,GBR,,,London,,,11000000.0
Waypoint Health Innovatoins,2007,USA,WI,53703,Madison,137 E. Wilson Street,#812,37500.0
Wayport,,USA,TX,75038 ,Irving,6363 North State Highway 161,Suite 650,0
Wazoo Enterprises ,1999,CAN,,T3G3N8,Calgary,P.O. Box 68032,28 Crowfoot Terrace NW,0
Wazoo Sports,,USA,KY,40743,London,P.O. Box 3289,,2000000.0
Wazzala,2008,USA,,,,,,0
wBoost,2009,USA,CA,94301,Palo Alto,555 Bryant Street,#220,0
Wcities,1998,USA,CA,94107,San Francisco,340 Brannan St. Suite 200,,0
We Are Business,1996,USA,AL,35242,Birmingham,130 Inverness Plaza #253 ,,0
We Are Cloud,2009,FRA,,34080,Montpellier,"CNRS, 1919 route de mende",,1000000.0
We Are Social,2008,GBR,,W1T 4EZ,London,The Qube 90 Whitfield St,,0
We Geo,2009,USA,NC,27709,Research Triangle Park,2 Davis Drive,,0
We R Interactive,2010,GBR,,EC1R 5DW,London,13-19 Vine Hill,,0
We're Rolling,2007,GBR,,E3 2PA,London,Omega 4 No. 116,6 Roach Road,0
We-care.com,2008,USA,NY,10001,New York ,345 7th Avenue,Suite 1400,0
We-Sport,1984,ITA,,10143,Turin,"Piazza Bernini, 12",,0
we7,,GBR,,OX4 2HN,Oxford,9400 Garsington Road,,6000000.0
Wealth Visor,2009,USA,WA,98104,Seattle,"318 1st Avenue South, Suite 200",,0
WealthEngine,1991,USA,MD,20814,Bethesda,4339 Montgomery Avenue,,5000000.0
WealthTouch,2001,USA,CO,80218,Denver,1245 E. Colfax Avenue,Suite 400,11075076.0
Weardrobe,2008,USA,CA,94301,Palo Alto,241 Everett Ave,,0
WeAre.Us,2007,USA,CA,94110,San Francisco,442 Shotwell,,50000.0
WeatherBill,,USA,CA,94107,San Francisco,420 Bryant Street,,16900000.0
WeatherBug,,USA,,,,,,38000000.0
Weatherwood,1974,USA,MN,55405,Minneapolis,2503 West Franklin Avenue,,0
Web and Rank ,2007,GBR,,W1U 2HA,London,38 Wigmore Street,,300000.0
Web Arts - Bangalore,2007,IND,,560001,Bangalore,,,0
Web Bytes,2008,MYS,,11700,Batu Uban,"Unit 9 Block 8, Level 3, ",Sunny Point Complex,0
Web CEO,2000,UKR,,73000,Kherson,"15 Devyatoho Sichnya St., Suite 421",,0
Web Clients,,USA,,,,,,0
Web Conseils,2009,FRA,,75016,Paris,3 villa Mozart,,0
Web Design Bangkok,,THA,,10110,Bangkok,19/57 Sukhumvit Suites,Sukhumvit Soi 13,0
Web Design Company - Aleksys,2004,IND,,122018,Gurgaon,H1102 Park View City 1,Sohna Road,0
Web Design Company India,1999,USA,CA,90701,Artesia,17510 Pioneer Blvd,Suite 214,0
Web Design Minneapolis,1996,USA,,,,,,0
Web Designed Rooms,2009,ISR,,45858,Matan,POB 6006,,0
Web Foundation,,USA,NY,10011 ,New York,"31 West 18Th St,",Suite 801,0
Web Giri?im,2008,TUR,,81530,istanbul,Yenik?y,Sar?yer,0
Web Inn,,POL,,31-564 ,Krakow,ul. Aleja Pokoju 78,,0
Web Notes Technologies,2008,IND,,400051,Mumbai,Web Notes Technologies,"50/2386, Vijay Deep, Opp MIG, Bandra East",0
Web Piston,1998,USA,FL,33548,Tampa,17541 N Dale Mabry Hwy,,0
Web Reservations International,,IRL,,,Dublin,Charlemont Exchange,Charlemont Street ,0
Web Scribble Solutions,2001,USA,NY,,Albany,,,0
Web Sight Technologies,1997,IND,,686004,Kottayam,"Web Sight technologies, 483, Vadakkenada Road",Muttambalam PO,0
Web Site Advantage,2009,AUS,,5067,Kent Town,9/24 Wakefield St,,0
Web Spiders (India) Pvt. Ltd. ,1997,IND,,700 091,Calcutta,"Matrix Tower, 8th and 9th Floor ","Plot No DN-24, Sector - V Salt Lake City, Calcutta 700 091. India ",0
Web Style Media,2005,USA,NV,89701,Carson City,"711 S Carson St, Suite 4",,0
Web Ventures Group,2008,SWE,,41459,Gothenburg,Kaptensgatan 27,,0
Web X.0 Media,2009,USA,WA,98110,Bainbridge Island,321 High School Rd NE,STE D3 #281,0
Web-O-Matic,2009,USA,MA,02453,Waltham,203 Crescent Street,Suite 106,0
Web.com,1997,USA,FL,32258,Jacksonville,12808 Gran Bay Parkway West,,0
Web2Wave,2007,FRA,,31000,Tolouse,,,0
Web:Studio,2005,IRL,,Co Louth,Ardee,Ultimate Technology House,John Street Business Park,0
WebAds UK,2007,GBR,,EC1R 0BE,London,1 Sekforde Street,,0
Webalytics,2007,USA,KY,,Lexington,,,0
Webaroo,2004,IND,,400076,Mumbai,"3rd Floor, Unit No CM-1","USA MUMBAI - IIT Bombay  3rd Floor, Unit No CM-1 SINE/CSRE Building IIT Bombay Powai",33000000.0
WebAssign,1998,USA,NC,27606-5228,Raleigh,"1730 Varsity Drive, Suite 200",,0
WebAssist,1999,USA,CA,92122,San Diego,8899 University Center Lane,Suite 330,0
Webb Electric,1984,USA,MI,49503,Grand Rapids,1675 Michigan NE ,,0
WebbAlert,2007,USA,CA,,Los Angeles,,,0
WebBasedCron,2004,CAN,,,Toronto,,,0
WebBiographies.com,2006,USA,CO,80217,"Denver
",P.O. Box 17409,,0
WebBizIdeas,2001,USA,MN,55416,Minneapols,5700 W. Lake St. Suite 105,,0
Webbmedia Group,2006,USA,MD,21224,Baltimore,,,0
WebBuyersGuide.com,,USA,MA,01983 ,Topsfield,462 Boston Street ,,0
